year,region,gender,mortality
2016,Автономна Республіка Крим,Чоловіки,
2017,Автономна Республіка Крим,Чоловіки,
2018,Автономна Республіка Крим,Чоловіки,
2019,Автономна Республіка Крим,Чоловіки,
2020,Автономна Республіка Крим,Чоловіки,
2021,Автономна Республіка Крим,Чоловіки,
2005,Вінницька,Чоловіки,19.304905908057162
2006,Вінницька,Чоловіки,18.239814037579904
2007,Вінницька,Чоловіки,18.776297106829759
2008,Вінницька,Чоловіки,18.1553788314667
2009,Вінницька,Чоловіки,16.646801800669632
2010,Вінницька,Чоловіки,16.27767310722723
2011,Вінницька,Чоловіки,15.642241925691676
2012,Вінницька,Чоловіки,15.785411502844477
2013,Вінницька,Чоловіки,15.981474798185582
2014,Вінницька,Чоловіки,16.2661762427329
2015,Вінницька,Чоловіки,16.383135794657125
2016,Вінницька,Чоловіки,15.922710770910099
2017,Вінницька,Чоловіки,15.576383584330969
2018,Вінницька,Чоловіки,16.155725540074439
2019,Вінницька,Чоловіки,16.174482455505917
2020,Вінницька,Чоловіки,17.37048953070213
2021,Вінницька,Чоловіки,18.730848925839105
2005,Волинська,Чоловіки,17.600924559006998
2006,Волинська,Чоловіки,16.706208798876947
2007,Волинська,Чоловіки,16.819018064032861
2008,Волинська,Чоловіки,17.06042698491903
2009,Волинська,Чоловіки,15.194145117906237
2010,Волинська,Чоловіки,14.883571397658445
2011,Волинська,Чоловіки,14.234172304285275
2012,Волинська,Чоловіки,14.065742772626406
2013,Волинська,Чоловіки,13.939658297137731
2014,Волинська,Чоловіки,14.035259809661605
2015,Волинська,Чоловіки,14.337575460923478
2016,Волинська,Чоловіки,13.729034153267429
2017,Волинська,Чоловіки,13.660002736084255
2018,Волинська,Чоловіки,14.152931021081097
2019,Волинська,Чоловіки,13.848517607576786
2020,Волинська,Чоловіки,15.065983159368374
2021,Волинська,Чоловіки,15.812328115630363
2005,Дніпропетровська,Чоловіки,20.113740694828039
2006,Дніпропетровська,Чоловіки,19.611448571464802
2007,Дніпропетровська,Чоловіки,20.049051975022739
2008,Дніпропетровська,Чоловіки,19.905221824895676
2009,Дніпропетровська,Чоловіки,18.108247905013414
2010,Дніпропетровська,Чоловіки,17.663955452872919
2011,Дніпропетровська,Чоловіки,17.003607901494888
2012,Дніпропетровська,Чоловіки,16.888480954566315
2013,Дніпропетровська,Чоловіки,16.906006734854028
2014,Дніпропетровська,Чоловіки,17.450229627540402
2015,Дніпропетровська,Чоловіки,17.640642586171406
2016,Дніпропетровська,Чоловіки,17.586759913784984
2017,Дніпропетровська,Чоловіки,16.834713353781762
2018,Дніпропетровська,Чоловіки,17.365345821423389
2019,Дніпропетровська,Чоловіки,17.032737912129228
2020,Дніпропетровська,Чоловіки,18.664554184343526
2021,Дніпропетровська,Чоловіки,21.427649232508557
2005,Донецька,Чоловіки,20.873826159063508
2006,Донецька,Чоловіки,20.156745576167658
2007,Донецька,Чоловіки,20.751922690953933
2008,Донецька,Чоловіки,20.839169818368585
2009,Донецька,Чоловіки,18.607310028685941
2010,Донецька,Чоловіки,18.1301063314798
2011,Донецька,Чоловіки,17.536263908376675
2012,Донецька,Чоловіки,17.581970608838439
2013,Донецька,Чоловіки,17.452857586601379
2014,Донецька,Чоловіки,17.964995049157338
2015,Донецька,Чоловіки,9.961644427637621
2016,Донецька,Чоловіки,9.3000448881890154
2017,Донецька,Чоловіки,9.5915641739920368
2018,Донецька,Чоловіки,10.475851899221462
2019,Донецька,Чоловіки,10.636944228544525
2020,Донецька,Чоловіки,9.6527871668110414
2021,Донецька,Чоловіки,11.546671319151869
2005,Житомирська,Чоловіки,20.934491318319726
2006,Житомирська,Чоловіки,20.187951189183309
2007,Житомирська,Чоловіки,20.768559696695398
2008,Житомирська,Чоловіки,20.397520710411825
2009,Житомирська,Чоловіки,18.255710233821421
2010,Житомирська,Чоловіки,17.409043628474876
2011,Житомирська,Чоловіки,16.903291364872416
2012,Житомирська,Чоловіки,17.235214673401916
2013,Житомирська,Чоловіки,17.548150412717824
2014,Житомирська,Чоловіки,18.119884966107303
2015,Житомирська,Чоловіки,17.762059377153616
2016,Житомирська,Чоловіки,17.090448602710044
2017,Житомирська,Чоловіки,17.18747019376007
2018,Житомирська,Чоловіки,17.620430131930636
2019,Житомирська,Чоловіки,17.306934039317298
2020,Житомирська,Чоловіки,18.743218790454186
2021,Житомирська,Чоловіки,20.480894781398419
2005,Закарпатська,Чоловіки,14.557726844835528
2006,Закарпатська,Чоловіки,14.095856515103542
2007,Закарпатська,Чоловіки,14.763480447705817
2008,Закарпатська,Чоловіки,14.36848359979666
2009,Закарпатська,Чоловіки,13.744958583406104
2010,Закарпатська,Чоловіки,12.555770255975593
2011,Закарпатська,Чоловіки,12.324699724887607
2012,Закарпатська,Чоловіки,12.427729235008309
2013,Закарпатська,Чоловіки,12.448969389965507
2014,Закарпатська,Чоловіки,12.471721290356898
2015,Закарпатська,Чоловіки,13.024369297900948
2016,Закарпатська,Чоловіки,12.841485223507808
2017,Закарпатська,Чоловіки,12.509217448941547
2018,Закарпатська,Чоловіки,13.083926337676969
2019,Закарпатська,Чоловіки,13.280756417760958
2020,Закарпатська,Чоловіки,14.243915414283816
2021,Закарпатська,Чоловіки,15.572474787898191
2005,Запорізька,Чоловіки,18.444688659202708
2006,Запорізька,Чоловіки,18.50241619787996
2007,Запорізька,Чоловіки,19.043471140484019
2008,Запорізька,Чоловіки,18.626068596024616
2009,Запорізька,Чоловіки,16.9122158245112
2010,Запорізька,Чоловіки,17.201434664598683
2011,Запорізька,Чоловіки,16.336038949171623
2012,Запорізька,Чоловіки,15.933034221482403
2013,Запорізька,Чоловіки,16.027070014800074
2014,Запорізька,Чоловіки,16.90230902353461
2015,Запорізька,Чоловіки,16.937395296891481
2016,Запорізька,Чоловіки,17.425528380341419
2017,Запорізька,Чоловіки,17.351393426723867
2018,Запорізька,Чоловіки,17.583566123694013
2019,Запорізька,Чоловіки,17.563149883430423
2020,Запорізька,Чоловіки,19.041361462538614
2021,Запорізька,Чоловіки,22.326155205906993
2005,Івано-Франківська,Чоловіки,14.9154319698704
2006,Івано-Франківська,Чоловіки,14.639915302987651
2007,Івано-Франківська,Чоловіки,15.071282470696007
2008,Івано-Франківська,Чоловіки,14.513218796579586
2009,Івано-Франківська,Чоловіки,13.747011854005963
2010,Івано-Франківська,Чоловіки,13.501126891182212
2011,Івано-Франківська,Чоловіки,12.607788187925257
2012,Івано-Франківська,Чоловіки,12.807499356929528
2013,Івано-Франківська,Чоловіки,12.878418812941735
2014,Івано-Франківська,Чоловіки,13.421242857734827
2015,Івано-Франківська,Чоловіки,13.332515356241805
2016,Івано-Франківська,Чоловіки,13.002683020314297
2017,Івано-Франківська,Чоловіки,13.169651767263483
2018,Івано-Франківська,Чоловіки,13.267633403001097
2019,Івано-Франківська,Чоловіки,13.757152331158716
2020,Івано-Франківська,Чоловіки,14.927198935895113
2021,Івано-Франківська,Чоловіки,15.816695106306126
2005,Київська,Чоловіки,20.418184349967387
2006,Київська,Чоловіки,19.788638453894727
2007,Київська,Чоловіки,20.130133190176881
2008,Київська,Чоловіки,19.760665933815243
2009,Київська,Чоловіки,17.947867997464108
2010,Київська,Чоловіки,17.156131290497168
2011,Київська,Чоловіки,16.435667386362919
2012,Київська,Чоловіки,16.600582751466359
2013,Київська,Чоловіки,16.569104953210712
2014,Київська,Чоловіки,17.333412096813724
2015,Київська,Чоловіки,17.533051697032281
2016,Київська,Чоловіки,17.298299395669595
2017,Київська,Чоловіки,17.400303573892643
2018,Київська,Чоловіки,17.715237964955044
2019,Київська,Чоловіки,17.583552767339818
2020,Київська,Чоловіки,19.02806347521129
2021,Київська,Чоловіки,21.633223263336649
2005,Кіровоградська,Чоловіки,20.753550322848774
2006,Кіровоградська,Чоловіки,19.683984450682861
2007,Кіровоградська,Чоловіки,20.354638830548677
2008,Кіровоградська,Чоловіки,20.746677058360088
2009,Кіровоградська,Чоловіки,18.9061575277256
2010,Кіровоградська,Чоловіки,18.4941583729987
2011,Кіровоградська,Чоловіки,17.706209372440352
2012,Кіровоградська,Чоловіки,17.899936635452136
2013,Кіровоградська,Чоловіки,17.467807937986414
2014,Кіровоградська,Чоловіки,17.954358598315668
2015,Кіровоградська,Чоловіки,17.656271293981497
2016,Кіровоградська,Чоловіки,17.667916072336538
2017,Кіровоградська,Чоловіки,17.380921091388615
2018,Кіровоградська,Чоловіки,17.3327023882187
2019,Кіровоградська,Чоловіки,17.457758644581375
2020,Кіровоградська,Чоловіки,19.160413196848626
2021,Кіровоградська,Чоловіки,21.563399858631762
2005,Луганська,Чоловіки,20.664904341592369
2006,Луганська,Чоловіки,19.733972168501257
2007,Луганська,Чоловіки,19.919091052920116
2008,Луганська,Чоловіки,20.140732823631495
2009,Луганська,Чоловіки,18.477949922459612
2010,Луганська,Чоловіки,18.172635288443832
2011,Луганська,Чоловіки,17.6501116477523
2012,Луганська,Чоловіки,17.431647788252917
2013,Луганська,Чоловіки,17.101820322106295
2014,Луганська,Чоловіки,10.848797391986263
2015,Луганська,Чоловіки,6.9710542412343877
2016,Луганська,Чоловіки,7.0538697968648361
2017,Луганська,Чоловіки,7.1094374414406865
2018,Луганська,Чоловіки,8.0772639454436455
2019,Луганська,Чоловіки,8.0568012110109279
2020,Луганська,Чоловіки,7.5775262858242911
2021,Луганська,Чоловіки,8.89601385588437
2005,Львівська,Чоловіки,15.282153886875399
2006,Львівська,Чоловіки,15.106902956876239
2007,Львівська,Чоловіки,15.215902098064486
2008,Львівська,Чоловіки,15.30494150951251
2009,Львівська,Чоловіки,13.863102799429742
2010,Львівська,Чоловіки,13.757238286869809
2011,Львівська,Чоловіки,12.91801203124372
2012,Львівська,Чоловіки,13.190057538325354
2013,Львівська,Чоловіки,13.181090012132099
2014,Львівська,Чоловіки,13.530708555813543
2015,Львівська,Чоловіки,13.722668843298434
2016,Львівська,Чоловіки,13.473328898705095
2017,Львівська,Чоловіки,13.417983738064587
2018,Львівська,Чоловіки,13.885190781731788
2019,Львівська,Чоловіки,14.019514571042629
2020,Львівська,Чоловіки,15.826844955991875
2021,Львівська,Чоловіки,16.869294052828739
2005,Миколаївська,Чоловіки,18.921732036486134
2006,Миколаївська,Чоловіки,17.783590684599918
2007,Миколаївська,Чоловіки,18.806687696033315
2008,Миколаївська,Чоловіки,18.920467031482477
2009,Миколаївська,Чоловіки,17.250857734854243
2010,Миколаївська,Чоловіки,17.123131545403652
2011,Миколаївська,Чоловіки,16.05121135683698
2012,Миколаївська,Чоловіки,16.096679450280085
2013,Миколаївська,Чоловіки,15.89180425344898
2014,Миколаївська,Чоловіки,16.480624005990933
2015,Миколаївська,Чоловіки,16.624889207665248
2016,Миколаївська,Чоловіки,16.099370625323228
2017,Миколаївська,Чоловіки,15.690136715446174
2018,Миколаївська,Чоловіки,16.18673713541509
2019,Миколаївська,Чоловіки,16.1768861260243
2020,Миколаївська,Чоловіки,17.094593552962216
2021,Миколаївська,Чоловіки,20.069656835928754
2005,Одеська,Чоловіки,18.613663198123671
2006,Одеська,Чоловіки,17.970173383674673
2007,Одеська,Чоловіки,17.964174001730967
2008,Одеська,Чоловіки,17.47090946093633
2009,Одеська,Чоловіки,16.076598998712939
2010,Одеська,Чоловіки,16.158819341383115
2011,Одеська,Чоловіки,14.957479997987218
2012,Одеська,Чоловіки,15.081281531628649
2013,Одеська,Чоловіки,14.879477662000806
2014,Одеська,Чоловіки,15.11269325126527
2015,Одеська,Чоловіки,15.298919687810658
2016,Одеська,Чоловіки,14.828859930774804
2017,Одеська,Чоловіки,14.757913796947941
2018,Одеська,Чоловіки,15.038645070233216
2019,Одеська,Чоловіки,15.002228098065007
2020,Одеська,Чоловіки,15.585431469941035
2021,Одеська,Чоловіки,18.562985353165075
2005,Полтавська,Чоловіки,20.433130412559024
2006,Полтавська,Чоловіки,19.387884868095689
2007,Полтавська,Чоловіки,20.197295142637515
2008,Полтавська,Чоловіки,19.75803719821317
2009,Полтавська,Чоловіки,18.828394090646722
2010,Полтавська,Чоловіки,17.817094625574406
2011,Полтавська,Чоловіки,17.313552597032892
2012,Полтавська,Чоловіки,17.109636770947617
2013,Полтавська,Чоловіки,17.740823737583213
2014,Полтавська,Чоловіки,17.762764970873086
2015,Полтавська,Чоловіки,17.847470439042642
2016,Полтавська,Чоловіки,17.682710205172274
2017,Полтавська,Чоловіки,17.096698178168008
2018,Полтавська,Чоловіки,17.76403400349664
2019,Полтавська,Чоловіки,17.16853778666119
2020,Полтавська,Чоловіки,18.73490703202771
2021,Полтавська,Чоловіки,20.697371762315896
2005,Рівненська,Чоловіки,15.623148078925343
2006,Рівненська,Чоловіки,15.417703909796456
2007,Рівненська,Чоловіки,15.78853707444242
2008,Рівненська,Чоловіки,15.89327252834144
2009,Рівненська,Чоловіки,14.392501688850276
2010,Рівненська,Чоловіки,13.773188144727845
2011,Рівненська,Чоловіки,12.95552206642229
2012,Рівненська,Чоловіки,12.922153912083203
2013,Рівненська,Чоловіки,13.285032975219288
2014,Рівненська,Чоловіки,13.670711784022423
2015,Рівненська,Чоловіки,13.607234419089737
2016,Рівненська,Чоловіки,13.435306846360795
2017,Рівненська,Чоловіки,13.380867843302948
2018,Рівненська,Чоловіки,13.338513573621443
2019,Рівненська,Чоловіки,13.29265317862253
2020,Рівненська,Чоловіки,14.558689717925388
2021,Рівненська,Чоловіки,15.738008023082413
2005,Сумська,Чоловіки,21.152970172917279
2006,Сумська,Чоловіки,19.766508233506105
2007,Сумська,Чоловіки,20.126957165566953
2008,Сумська,Чоловіки,20.201667579217361
2009,Сумська,Чоловіки,18.978137438267193
2010,Сумська,Чоловіки,17.744355262170878
2011,Сумська,Чоловіки,17.068770541715043
2012,Сумська,Чоловіки,17.43504953550346
2013,Сумська,Чоловіки,17.69921692861789
2014,Сумська,Чоловіки,17.834643916770371
2015,Сумська,Чоловіки,17.790326071484976
2016,Сумська,Чоловіки,17.642177625188278
2017,Сумська,Чоловіки,16.478977863616105
2018,Сумська,Чоловіки,17.0799019098817
2019,Сумська,Чоловіки,17.025675817563585
2020,Сумська,Чоловіки,19.068753358793757
2021,Сумська,Чоловіки,20.416664939543789
2005,Тернопільська,Чоловіки,16.277448521048292
2006,Тернопільська,Чоловіки,15.985486477184562
2007,Тернопільська,Чоловіки,16.023967506194278
2008,Тернопільська,Чоловіки,15.899742905307715
2009,Тернопільська,Чоловіки,15.21125981092657
2010,Тернопільська,Чоловіки,14.877249792158986
2011,Тернопільська,Чоловіки,13.911568147965237
2012,Тернопільська,Чоловіки,14.12586128432163
2013,Тернопільська,Чоловіки,14.124621483345267
2014,Тернопільська,Чоловіки,14.201907359680703
2015,Тернопільська,Чоловіки,14.636322352742603
2016,Тернопільська,Чоловіки,14.27986848974869
2017,Тернопільська,Чоловіки,14.494339225077598
2018,Тернопільська,Чоловіки,15.055753368538836
2019,Тернопільська,Чоловіки,14.596385344573097
2020,Тернопільська,Чоловіки,15.880875893131631
2021,Тернопільська,Чоловіки,17.150280606942424
2005,Харківська,Чоловіки,17.940329756608218
2006,Харківська,Чоловіки,17.235283719285839
2007,Харківська,Чоловіки,17.61384592231942
2008,Харківська,Чоловіки,17.523212434745655
2009,Харківська,Чоловіки,16.176753243070369
2010,Харківська,Чоловіки,15.734686255768171
2011,Харківська,Чоловіки,15.356440560135068
2012,Харківська,Чоловіки,15.430960873971575
2013,Харківська,Чоловіки,15.117213812737511
2014,Харківська,Чоловіки,16.171724257506852
2015,Харківська,Чоловіки,16.272198768521527
2016,Харківська,Чоловіки,16.285213728950453
2017,Харківська,Чоловіки,15.813372796467599
2018,Харківська,Чоловіки,16.687502871527268
2019,Харківська,Чоловіки,16.159913290248884
2020,Харківська,Чоловіки,17.546880214635944
2021,Харківська,Чоловіки,21.042129571273097
2005,Херсонська,Чоловіки,18.609618377850239
2006,Херсонська,Чоловіки,18.0442486351882
2007,Херсонська,Чоловіки,18.638008078597132
2008,Херсонська,Чоловіки,18.716895966701223
2009,Херсонська,Чоловіки,16.962168889168943
2010,Херсонська,Чоловіки,16.29104180727446
2011,Херсонська,Чоловіки,15.800438945259073
2012,Херсонська,Чоловіки,15.987878836272461
2013,Херсонська,Чоловіки,15.991321574949671
2014,Херсонська,Чоловіки,16.558666602189017
2015,Херсонська,Чоловіки,16.90830054883676
2016,Херсонська,Чоловіки,16.573832866622332
2017,Херсонська,Чоловіки,16.258515927085249
2018,Херсонська,Чоловіки,16.655019079366454
2019,Херсонська,Чоловіки,16.825413983345044
2020,Херсонська,Чоловіки,17.974826430778979
2021,Херсонська,Чоловіки,20.582128078358014
2005,Хмельницька,Чоловіки,18.528522462682243
2006,Хмельницька,Чоловіки,18.262195893774841
2007,Хмельницька,Чоловіки,18.485530495299209
2008,Хмельницька,Чоловіки,18.2649724962934
2009,Хмельницька,Чоловіки,16.913555638743176
2010,Хмельницька,Чоловіки,16.27028698865394
2011,Хмельницька,Чоловіки,15.674611609055207
2012,Хмельницька,Чоловіки,16.046135101495253
2013,Хмельницька,Чоловіки,16.239654433343226
2014,Хмельницька,Чоловіки,16.248045995283892
2015,Хмельницька,Чоловіки,16.470897149542651
2016,Хмельницька,Чоловіки,16.143174223028325
2017,Хмельницька,Чоловіки,15.880300157340541
2018,Хмельницька,Чоловіки,16.578171791347557
2019,Хмельницька,Чоловіки,15.934031233090895
2020,Хмельницька,Чоловіки,17.49620955570148
2021,Хмельницька,Чоловіки,19.498476844041662
2005,Черкаська,Чоловіки,19.899520008313793
2006,Черкаська,Чоловіки,19.291304947853348
2007,Черкаська,Чоловіки,19.566310819985624
2008,Черкаська,Чоловіки,19.35847102764275
2009,Черкаська,Чоловіки,17.706474119746876
2010,Черкаська,Чоловіки,17.484687086151819
2011,Черкаська,Чоловіки,16.926299074631768
2012,Черкаська,Чоловіки,17.044232407271977
2013,Черкаська,Чоловіки,16.5848069807448
2014,Черкаська,Чоловіки,17.345981299625539
2015,Черкаська,Чоловіки,16.955235377531906
2016,Черкаська,Чоловіки,16.978712309654508
2017,Черкаська,Чоловіки,17.154624375024433
2018,Черкаська,Чоловіки,17.415064406731105
2019,Черкаська,Чоловіки,17.179106990587609
2020,Черкаська,Чоловіки,18.477745627183662
2021,Черкаська,Чоловіки,20.404385563846311
2005,Чернівецька,Чоловіки,15.327761455243454
2006,Чернівецька,Чоловіки,14.496997404756451
2007,Чернівецька,Чоловіки,14.953523153231608
2008,Чернівецька,Чоловіки,14.541633757652088
2009,Чернівецька,Чоловіки,13.751770576051136
2010,Чернівецька,Чоловіки,13.455667640031855
2011,Чернівецька,Чоловіки,13.037649054154567
2012,Чернівецька,Чоловіки,13.065481117128195
2013,Чернівецька,Чоловіки,13.330819270293203
2014,Чернівецька,Чоловіки,13.273784745495638
2015,Чернівецька,Чоловіки,13.428314667905553
2016,Чернівецька,Чоловіки,12.997734425937304
2017,Чернівецька,Чоловіки,13.101728582900131
2018,Чернівецька,Чоловіки,13.117597700365957
2019,Чернівецька,Чоловіки,13.031793997319685
2020,Чернівецька,Чоловіки,14.845802074869141
2021,Чернівецька,Чоловіки,16.413176126461945
2005,Чернігівська,Чоловіки,23.843111428753176
2006,Чернігівська,Чоловіки,23.393427297980136
2007,Чернігівська,Чоловіки,23.94530102222291
2008,Чернігівська,Чоловіки,23.513896983933545
2009,Чернігівська,Чоловіки,21.464257077653734
2010,Чернігівська,Чоловіки,20.535086132384571
2011,Чернігівська,Чоловіки,19.132658238123263
2012,Чернігівська,Чоловіки,19.440052849128421
2013,Чернігівська,Чоловіки,19.392033542976939
2014,Чернігівська,Чоловіки,20.351611169217563
2015,Чернігівська,Чоловіки,20.060955331697194
2016,Чернігівська,Чоловіки,19.357018832075525
2017,Чернігівська,Чоловіки,19.513284886655828
2018,Чернігівська,Чоловіки,19.981680558547151
2019,Чернігівська,Чоловіки,19.825075457429666
2020,Чернігівська,Чоловіки,21.374069707876529
2021,Чернігівська,Чоловіки,23.22591781668196